Q2	Xb	Zh	Pt	Phi	SigmaB	SigmaOb	Tail1	Tail2	fact_no_ex	fact_ex	
1	1	5	4	7	85460.9	88964.4	-5414.86	0.0327368	0.977635	0.977635
1	1	5	4	8	75498.2	78827.3	-4669.47	0.0419849	0.982246	0.982246
1	1	5	4	9	67282.1	70644.1	-4255.37	0.059328	0.986721	0.986721
1	1	5	4	10	72053.8	76216.9	-5352.76	0.0765928	0.983489	0.983489
1	1	5	4	11	88534.7	94360	-5128.99	0.0821664	1.00786	1.00786
1	1	5	4	12	103269	110620	-5558.68	0.0770937	1.01735	1.01735
1	1	5	5	1	103269	109387	-8681.38	0.0504567	0.97518	0.97518
1	1	5	5	2	88534.7	93187	-6763.12	0.0511141	0.976159	0.976159
1	1	5	5	3	72053.8	75145.6	-4421.16	0.0443605	0.98155	0.98155
1	1	5	5	4	67282.1	69556.8	-3363.41	0.0329096	0.983818	0.983818
1	1	5	5	5	75498.2	77544.5	-3663.35	0.0229791	0.978581	0.978581
1	1	5	5	6	85460.9	87478.2	-4299.14	0.0175128	0.9733	0.9733
1	1	5	5	7	85460.9	87478.2	-4299.14	0.0174889	0.9733	0.9733
1	1	5	5	8	75498.2	77544.5	-3663.35	0.0226319	0.978581	0.978581
1	1	5	5	9	67282.1	69556.8	-3363.41	0.0325226	0.983818	0.983818
1	1	5	5	10	72053.8	75145.6	-4421.16	0.0444127	0.98155	0.98155
1	1	5	5	11	88534.7	93187	-6763.12	0.0513756	0.976159	0.976159
1	1	5	5	12	103269	109387	-8681.38	0.0498299	0.97518	0.97518
1	1	6	1	1	319276	342882	-32588	0.24125	0.971867	0.971867
1	1	6	1	2	324290	347741	-32558.4	0.217633	0.971914	0.971914
1	1	6	1	3	312021	333750	-31405.2	0.171381	0.968986	0.968987
1	1	6	1	4	264804	282475	-25798.4	0.132527	0.969311	0.969311
1	1	6	1	5	195289	207858	-16400.6	0.102157	0.980385	0.980385
1	1	6	1	6	143057	152076	-9169.79	0.0885082	0.998952	0.998953
1	1	6	1	7	143057	152076	-9169.79	0.0890869	0.998952	0.998953
1	1	6	1	8	195289	207858	-16400.6	0.102539	0.980385	0.980385
1	1	6	1	9	264804	282475	-25798.4	0.132701	0.969311	0.969311
1	1	6	1	10	312021	333750	-31405.2	0.168479	0.968986	0.968987
1	1	6	1	11	324290	347741	-32558.4	0.216304	0.971914	0.971914
1	1	6	1	12	319276	342882	-32588	0.243147	0.971867	0.971867
1	1	6	2	1	324880	348042	-32767.6	0.111195	0.970436	0.970436
1	1	6	2	2	309012	330067	-29930.5	0.105665	0.971279	0.971279
1	1	6	2	3	279908	297587	-25309.1	0.0896628	0.972741	0.972741
1	1	6	2	4	243743	257889	-20158.4	0.0718557	0.975331	0.975331
1	1	6	2	5	210209	221565	-16479.3	0.0569638	0.975624	0.975624
1	1	6	2	6	189912	199759	-14211.7	0.0483355	0.977017	0.977017
1	1	6	2	7	189912	199759	-14211.7	0.0487562	0.977017	0.977017
1	1	6	2	8	210209	221565	-16479.3	0.0560718	0.975624	0.975624
1	1	6	2	9	243743	257889	-20158.4	0.0724177	0.975331	0.975331
1	1	6	2	10	279908	297587	-25309.1	0.0912257	0.972741	0.972741
1	1	6	2	11	309012	330067	-29930.5	0.107243	0.971279	0.971279
1	1	6	2	12	324880	348042	-32767.6	0.112529	0.970436	0.970436
1	1	6	3	1	186867	199199	-17706.4	0.0669074	0.971238	0.971238
1	1	6	3	2	163810	173882	-14399	0.0670853	0.97359	0.97359
1	1	6	3	3	136767	144244	-10442.3	0.0661336	0.97832	0.97832
1	1	6	3	4	125879	131911	-8534.07	0.0574122	0.980123	0.980123
1	1	6	3	5	134065	139800	-9424.45	0.0463918	0.972485	0.972485
1	1	6	3	6	146235	152093	-10901	0.0382192	0.965511	0.965511
1	1	6	3	7	146235	152093	-10901	0.0385458	0.965511	0.965511
1	1	6	3	8	134065	139800	-9424.45	0.0468535	0.972485	0.972485
1	1	6	3	9	125879	131911	-8534.07	0.0572397	0.980123	0.980123
1	1	6	3	10	136767	144244	-10442.3	0.0657993	0.97832	0.97832
1	1	6	3	11	163810	173882	-14399	0.0674672	0.97359	0.97359
1	1	6	3	12	186867	199199	-17706.4	0.0673922	0.971238	0.971238
1	1	6	4	1	74923.7	79264.5	-3967.6	0.0520278	1.00498	1.00498
1	1	6	4	2	64345	67696.5	-3337.95	0.0536193	1.00021	1.00021
1	1	6	4	3	52162.3	54434.4	-3693.95	0.0510952	0.972741	0.972741
1	1	6	4	4	47780.2	49472.1	-2860.49	0.0445922	0.975543	0.975543
1	1	6	4	5	52372.8	53910.7	-3066.65	0.0343121	0.970809	0.97081
1	1	6	4	6	58569.4	60103.7	-3541.18	0.0279962	0.965734	0.965734
1	1	6	4	7	58569.4	60103.7	-3541.18	0.0280812	0.965734	0.965734
1	1	6	4	8	52372.8	53910.7	-3066.65	0.0344199	0.970809	0.97081
1	1	6	4	9	47780.2	49472.1	-2860.49	0.0443538	0.975543	0.975543
1	1	6	4	10	52162.3	54434.4	-3693.95	0.053081	0.972741	0.972741
